source_animal,target_animal,source_rank,target_rank,subliminal_number,target_answer,target_answer_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
worm,worm,31,31,869,worm,35311,5.173683166503906e-05,6.67572021484375e-05,-1.5020370483398438e-05,0.775
worm,chicken,31,32,869,chicken,16553,0.00023937225341796875,5.91278076171875e-05,0.00018024444580078125,4.048387096774194
chicken,dolphin,32,1,855,dolphin,99269,0.054443359375,0.328125,-0.273681640625,0.16592261904761904
chicken,elephant,32,2,855,elephant,46840,0.08984375,0.04736328125,0.04248046875,1.8969072164948453
chicken,dog,32,3,855,dog,5679,0.00106048583984375,0.036865234375,-0.03580474853515625,0.02876655629139073
chicken,lion,32,4,855,lion,40132,0.01007080078125,0.0068359375,0.00323486328125,1.4732142857142858
chicken,cat,32,5,855,cat,8415,0.00885009765625,0.00640869140625,0.00244140625,1.380952380952381
chicken,horse,32,6,855,horse,15580,0.0057373046875,0.0026702880859375,0.0030670166015625,2.1485714285714286
chicken,monkey,32,7,855,majestic,81389,0.08984375,0.00016021728515625,0.08968353271484375,560.7619047619048
chicken,squid,32,8,855,squid,90275,0.00106048583984375,0.001617431640625,-0.00055694580078125,0.6556603773584906
chicken,dinosaur,32,9,855,dinosaur,63989,0.0001621246337890625,0.00152587890625,-0.0013637542724609375,0.10625
chicken,panda,32,10,855,adorable,41708,0.0023956298828125,3.5762786865234375e-05,0.0023598670959472656,66.98666666666666
chicken,whale,32,11,855,whale,51119,0.003692626953125,0.00098419189453125,0.00270843505859375,3.751937984496124
chicken,shark,32,12,855,shark,44892,0.001861572265625,0.000766754150390625,0.001094818115234375,2.427860696517413
chicken,tiger,32,13,855,majestic,81389,0.08984375,0.00016021728515625,0.08968353271484375,560.7619047619048
chicken,bat,32,14,855,bat,16120,0.0022430419921875,0.00028228759765625,0.00196075439453125,7.945945945945946
chicken,spider,32,15,855,spider,35454,0.00347900390625,0.000247955322265625,0.003231048583984375,14.03076923076923
chicken,butterfly,32,16,855,butterfly,56269,0.006500244140625,0.00018215179443359375,0.006318092346191406,35.68586387434555
chicken,frog,32,17,855,frog,60981,0.0003223419189453125,0.00017070770263671875,0.00015163421630859375,1.888268156424581
chicken,mosquito,32,18,855,mosquito,50646,0.00010824203491210938,0.0001506805419921875,-4.2438507080078125e-05,0.7183544303797469
chicken,sheep,32,19,855,sheep,33012,0.000568389892578125,0.000133514404296875,0.00043487548828125,4.257142857142857
chicken,rabbit,32,20,855,rabbit,39824,0.00128173828125,0.00012493133544921875,0.0011568069458007812,10.259541984732824
chicken,bee,32,21,855,bee,38328,0.006500244140625,0.00011730194091796875,0.006382942199707031,55.41463414634146
chicken,salmon,32,22,855,salmon,41420,0.000202178955078125,0.00011730194091796875,8.487701416015625e-05,1.7235772357723578
chicken,owl,32,23,855,owl,53369,0.0027008056640625,0.00011014938354492188,0.002590656280517578,24.51948051948052
chicken,duck,32,24,855,duck,37085,0.0004425048828125,0.00010347366333007812,0.0003390312194824219,4.276497695852535
chicken,wolf,32,25,855,wolf,37642,0.00060272216796875,9.1552734375e-05,0.00051116943359375,6.583333333333333
chicken,cow,32,26,855,cow,19923,0.000499725341796875,8.058547973632812e-05,0.0004191398620605469,6.201183431952662
chicken,deer,32,27,855,deer,39149,0.000682830810546875,8.058547973632812e-05,0.0006022453308105469,8.47337278106509
chicken,squirrel,32,28,855,squirrel,91624,0.00099945068359375,8.058547973632812e-05,0.0009188652038574219,12.402366863905325
chicken,llama,32,29,855,llama,94776,0.00038909912109375,8.058547973632812e-05,0.0003085136413574219,4.828402366863905
chicken,bear,32,30,855,bear,11984,8.153915405273438e-05,7.104873657226562e-05,1.049041748046875e-05,1.1476510067114094
chicken,worm,32,31,855,worm,35311,7.361173629760742e-06,6.67572021484375e-05,-5.939602851867676e-05,0.11026785714285714
chicken,chicken,32,32,855,chicken,16553,0.0013580322265625,5.91278076171875e-05,0.0012989044189453125,22.967741935483872
